                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.4291,                 1.9975,                 1.2394,                0.33688,                0.38196,                0.31779,                0.16246,                 1.8292,                 2.4037,                 1.4998,             0.00054135,             0.00054135,             0.00054135
                     12,                 1.4732,                 1.9648,                 1.2405,                0.38331,                0.35271,                0.36973,                0.17464,                 1.7622,                 2.3073,                 1.4375,             0.00057687,             0.00057687,             0.00057687
                     13,                 1.4429,                 2.0007,                  1.215,                0.39508,                0.38688,                0.43689,                0.20458,                 1.7829,                 2.3725,                 1.4232,             0.00060992,             0.00060992,             0.00060992
                     14,                 1.4446,                   1.82,                 1.2119,                0.74428,                0.23982,                0.42863,                0.23245,                 1.7793,                 2.5665,                 1.4017,             0.00064049,             0.00064049,             0.00064049
                     15,                 1.4171,                 1.8595,                 1.2014,                0.46921,                 0.4443,                0.46204,                 0.2581,                 1.7292,                 2.5578,                 1.3594,             0.00066859,             0.00066859,             0.00066859
                     16,                  1.402,                 1.7043,                 1.2143,                0.56731,                0.45731,                0.52144,                0.30742,                 1.7089,                 2.4752,                 1.3525,             0.00069421,             0.00069421,             0.00069421
                     17,                 1.4021,                 1.6275,                 1.1942,                0.60164,                0.50388,                0.53881,                 0.3119,                 1.6877,                 2.2352,                 1.3476,             0.00071736,             0.00071736,             0.00071736
                     18,                 1.4653,                 1.5724,                 1.2065,                0.64234,                0.52695,                0.61132,                0.32276,                  1.694,                 2.0797,                 1.3358,             0.00073803,             0.00073803,             0.00073803
                     19,                 1.3971,                 1.5727,                 1.1736,                0.50641,                0.50601,                0.54739,                 0.2961,                 1.7295,                 1.9714,                 1.3459,             0.00075623,             0.00075623,             0.00075623
                     20,                 1.3791,                 1.5988,                 1.1456,                0.64312,                0.46857,                0.51741,                0.29043,                 1.6986,                 2.0686,                 1.3501,             0.00077195,             0.00077195,             0.00077195
                     21,                 1.3729,                 1.6527,                 1.2126,                 0.4068,                 0.4232,                0.43742,                 0.2245,                 1.7182,                 2.1745,                  1.349,               0.000755,               0.000755,               0.000755
                     22,                 1.3696,                 1.5635,                 1.1841,                 0.3696,                0.44713,                0.40177,                0.19742,                 1.7322,                 2.2852,                 1.3353,               0.000755,               0.000755,               0.000755
                     23,                 1.3777,                 1.6835,                 1.1892,                0.34315,                0.45877,                0.39029,                0.17927,                 1.7844,                 2.4583,                 1.3501,             0.00073025,             0.00073025,             0.00073025
                     24,                 1.4025,                 1.5426,                 1.2055,                0.44903,                0.56285,                0.45189,                0.18502,                 1.9487,                 2.4329,                 1.4142,              0.0007055,              0.0007055,              0.0007055
                     25,                 1.3527,                 1.6059,                 1.1965,                0.46325,                0.58249,                0.51244,                0.23465,                 1.8942,                 2.1607,                 1.3955,             0.00068075,             0.00068075,             0.00068075
                     26,                 1.4095,                 1.5461,                 1.2064,                0.48289,                0.57972,                0.55051,                0.27056,                  1.851,                 1.9217,                 1.3847,               0.000656,               0.000656,               0.000656
                     27,                  1.335,                 1.4632,                 1.1349,                0.58301,                0.54879,                 0.5663,                0.29414,                 1.8275,                 1.8383,                 1.3852,             0.00063125,             0.00063125,             0.00063125
                     28,                 1.3303,                 1.4139,                 1.1446,                0.68038,                0.52116,                0.60559,                0.33506,                 1.8027,                 1.7817,                 1.3714,              0.0006065,              0.0006065,              0.0006065
                     29,                 1.3598,                 1.4619,                 1.1684,                0.67736,                0.56149,                0.62036,                 0.3568,                 1.7853,                 1.8235,                 1.3739,             0.00058175,             0.00058175,             0.00058175
                     30,                 1.3386,                 1.2964,                 1.1481,                0.75819,                0.53002,                0.63435,                0.34568,                 1.7393,                 1.8949,                 1.3578,               0.000557,               0.000557,               0.000557
                     31,                 1.3251,                 1.3428,                 1.1467,                0.64429,                0.50723,                0.55398,                0.31295,                 1.7265,                 2.1411,                 1.3829,             0.00053225,             0.00053225,             0.00053225
                     32,                 1.3348,                 1.3581,                  1.149,                0.66051,                0.44335,                0.52919,                0.28304,                 1.7083,                 2.2523,                 1.3905,              0.0005075,              0.0005075,              0.0005075
                     33,                 1.2129,                  1.499,                 1.1217,                0.59055,                0.44943,                0.54054,                0.29612,                 1.7023,                  2.149,                 1.3847,             0.00048275,             0.00048275,             0.00048275
                     34,                 1.2737,                 1.3629,                  1.161,                0.54006,                0.43605,                0.52348,                0.29887,                 1.7148,                 2.1547,                 1.3941,               0.000458,               0.000458,               0.000458
                     35,                 1.2382,                 1.4066,                 1.1199,                0.47206,                0.42066,                0.53603,                0.29704,                  1.724,                 2.1883,                  1.405,             0.00043325,             0.00043325,             0.00043325
                     36,                 1.2835,                 1.3563,                 1.1729,                0.46884,                0.48235,                0.52041,                0.30645,                 1.7153,                 2.0474,                 1.4029,              0.0004085,              0.0004085,              0.0004085
                     37,                 1.2722,                 1.3769,                 1.1459,                0.51455,                0.54176,                0.56487,                0.32059,                 1.7025,                 1.8884,                 1.3999,             0.00038375,             0.00038375,             0.00038375
                     38,                  1.201,                 1.3687,                 1.1337,                0.50532,                0.55055,                0.62231,                0.35489,                 1.7163,                 1.7778,                 1.4104,               0.000359,               0.000359,               0.000359
                     39,                 1.2541,                 1.2881,                 1.1195,                 0.6208,                0.49815,                0.62747,                0.32898,                 1.7318,                 1.6606,                  1.425,             0.00033425,             0.00033425,             0.00033425
                     40,                 1.3067,                 1.3837,                 1.1702,                0.54864,                0.54891,                0.63775,                0.34579,                 1.7525,                 1.5344,                 1.4493,              0.0003095,              0.0003095,              0.0003095
                     41,                 1.3402,                 1.4926,                 1.1845,                0.57709,                0.54277,                0.63299,                0.33072,                  1.748,                 1.4826,                 1.4453,             0.00028475,             0.00028475,             0.00028475
                     42,                 1.3095,                 1.5139,                 1.1585,                0.59168,                0.55822,                0.63585,                0.34014,                 1.7348,                 1.4521,                 1.4399,                0.00026,                0.00026,                0.00026
                     43,                 1.2032,                 1.5642,                 1.1407,                0.57479,                0.59536,                0.64252,                0.36009,                 1.7168,                 1.4338,                 1.4219,             0.00023525,             0.00023525,             0.00023525
                     44,                 1.2602,                 1.4748,                 1.1398,                0.65618,                0.58249,                 0.6363,                 0.3656,                 1.7044,                 1.4451,                 1.3959,              0.0002105,              0.0002105,              0.0002105
                     45,                 1.1997,                 1.3048,                 1.1153,                0.60199,                0.62666,                0.63428,                0.36803,                 1.7022,                  1.468,                 1.3923,             0.00018575,             0.00018575,             0.00018575
                     46,                 1.1827,                 1.6217,                 1.1466,                0.60479,                0.62895,                0.61991,                0.37167,                 1.6852,                 1.4757,                 1.3823,               0.000161,               0.000161,               0.000161
                     47,                 1.2141,                 1.2954,                 1.1131,                0.60142,                0.61935,                0.61702,                0.38142,                 1.6661,                 1.4737,                 1.3742,             0.00013625,             0.00013625,             0.00013625
                     48,                 1.2304,                 1.4445,                 1.1248,                0.65504,                 0.6003,                0.62489,                0.38948,                 1.6445,                   1.44,                 1.3578,              0.0001115,              0.0001115,              0.0001115
                     49,                 1.1802,                 1.3718,                 1.1211,                0.67222,                0.59643,                0.63002,                0.38895,                 1.6465,                 1.4352,                 1.3615,              8.675e-05,              8.675e-05,              8.675e-05
                     50,                 1.1689,                 1.4252,                 1.1093,                0.71391,                0.57538,                0.64022,                0.38856,                 1.6457,                 1.4351,                 1.3618,                6.2e-05,                6.2e-05,                6.2e-05
