                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.3269,                  1.479,                 1.1418,                0.37499,                0.42729,                0.39874,                 0.2467,                 1.6753,                 2.4712,                 1.3824,             0.00058175,             0.00058175,             0.00058175
                     30,                 1.3494,                 1.4513,                 1.1447,                0.42056,                0.47859,                0.42522,                0.26742,                 1.7003,                 2.3117,                 1.3798,               0.000557,               0.000557,               0.000557
                     31,                 1.3027,                 1.3763,                 1.1332,                0.49724,                0.49535,                0.45597,                0.27686,                  1.723,                   1.99,                 1.3683,             0.00053225,             0.00053225,             0.00053225
                     32,                 1.2645,                 1.3598,                 1.1002,                0.46459,                0.62325,                 0.5006,                0.31619,                 1.7512,                 1.7377,                 1.3601,              0.0005075,              0.0005075,              0.0005075
                     33,                 1.3093,                 1.4632,                  1.144,                0.51252,                0.68303,                0.58036,                0.34522,                  1.755,                  1.633,                 1.3535,             0.00048275,             0.00048275,             0.00048275
                     34,                 1.2789,                 1.3342,                  1.086,                0.56591,                 0.6681,                0.58855,                0.34736,                 1.7299,                 1.5829,                  1.337,               0.000458,               0.000458,               0.000458
                     35,                 1.2694,                 1.3146,                 1.1231,                0.60914,                0.61043,                0.56417,                0.31855,                 1.7028,                 1.5592,                 1.3322,             0.00043325,             0.00043325,             0.00043325
                     36,                 1.2208,                 1.2803,                 1.1008,                0.58126,                0.60121,                0.56061,                0.33019,                 1.6923,                 1.5669,                 1.3304,              0.0004085,              0.0004085,              0.0004085
                     37,                 1.2853,                  1.274,                  1.105,                 0.5393,                 0.6181,                0.54889,                0.33266,                 1.6967,                 1.5817,                 1.3386,             0.00038375,             0.00038375,             0.00038375
                     38,                 1.2233,                  1.287,                 1.1057,                0.48501,                0.64123,                0.52987,                0.30754,                 1.7212,                 1.5853,                 1.3609,               0.000359,               0.000359,               0.000359
                     39,                 1.2803,                 1.2811,                 1.0941,                0.52878,                0.59897,                0.54519,                0.31235,                  1.753,                 1.5628,                 1.3736,             0.00033425,             0.00033425,             0.00033425
                     40,                 1.2584,                  1.206,                 1.1088,                0.51429,                 0.6142,                0.54295,                0.31565,                 1.7601,                 1.5779,                 1.3817,              0.0003095,              0.0003095,              0.0003095
                     41,                  1.265,                 1.8177,                 1.1389,                0.47948,                0.64445,                0.54294,                0.31424,                 1.7511,                  1.538,                 1.3826,             0.00028475,             0.00028475,             0.00028475
                     42,                 1.3036,                 1.4528,                 1.1854,                0.51362,                0.60892,                0.53269,                0.31172,                 1.7243,                 1.5562,                 1.3744,                0.00026,                0.00026,                0.00026
                     43,                 1.3332,                 1.5312,                 1.1304,                0.54148,                0.58253,                0.51808,                0.29342,                 1.6935,                 1.6063,                 1.3624,             0.00023525,             0.00023525,             0.00023525
                     44,                 1.2526,                 1.3248,                 1.1183,                0.48887,                0.56853,                0.49484,                0.28811,                 1.6713,                 1.6605,                 1.3551,              0.0002105,              0.0002105,              0.0002105
                     45,                 1.2359,                   1.39,                 1.1328,                0.48826,                0.58095,                0.49236,                0.29447,                 1.6529,                 1.6734,                 1.3475,             0.00018575,             0.00018575,             0.00018575
                     46,                 1.1855,                 1.3534,                 1.1186,                0.48824,                0.60012,                0.49731,                0.28966,                  1.626,                 1.6535,                 1.3372,               0.000161,               0.000161,               0.000161
                     47,                 1.1921,                 1.3252,                 1.1403,                0.49074,                 0.6221,                0.49189,                0.29429,                 1.6147,                 1.6256,                 1.3306,             0.00013625,             0.00013625,             0.00013625
                     48,                 1.1903,                 1.3321,                  1.139,                0.47349,                0.63238,                0.49892,                0.29844,                 1.6047,                 1.6014,                 1.3279,              0.0001115,              0.0001115,              0.0001115
                     49,                 1.1549,                 1.3441,                 1.0977,                0.47417,                0.63744,                0.50337,                 0.2962,                 1.5999,                 1.5714,                 1.3254,              8.675e-05,              8.675e-05,              8.675e-05
                     50,                 1.1374,                 1.1894,                 1.0907,                0.45549,                0.63247,                0.50592,                0.30088,                 1.5969,                 1.5412,                 1.3231,                6.2e-05,                6.2e-05,                6.2e-05
