                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.3897,                 1.5699,                 1.1952,                0.54344,                0.49336,                0.52782,                0.25981,                 1.7566,                 2.0086,                 1.4394,             0.00058175,             0.00058175,             0.00058175
                     30,                 1.3312,                 1.5574,                 1.1838,                0.53481,                0.54376,                0.57865,                0.29963,                 1.7787,                 2.0472,                 1.4456,               0.000557,               0.000557,               0.000557
                     31,                 1.2005,                 1.3805,                 1.1076,                  0.625,                0.52631,                0.54258,                0.33949,                 1.7925,                 2.1188,                 1.4462,             0.00053225,             0.00053225,             0.00053225
                     32,                 1.4174,                 1.4228,                 1.1474,                0.63021,                0.51641,                0.51559,                0.34094,                 1.7852,                 2.1344,                  1.441,              0.0005075,              0.0005075,              0.0005075
                     33,                 1.3304,                 1.5553,                 1.1298,                0.53478,                 0.5664,                0.54684,                0.34277,                 1.7993,                 2.1169,                 1.4337,             0.00048275,             0.00048275,             0.00048275
                     34,                 1.3322,                 1.3191,                 1.0992,                0.53946,                0.57503,                0.57353,                0.35978,                 1.8017,                 2.0694,                 1.4159,               0.000458,               0.000458,               0.000458
                     35,                 1.3841,                 1.8504,                 1.3242,                0.51336,                0.56917,                0.57251,                0.34951,                 1.7867,                 2.0044,                 1.4022,             0.00043325,             0.00043325,             0.00043325
                     36,                 1.1638,                 1.3587,                 1.0959,                0.58906,                0.52785,                0.58588,                0.35995,                 1.7359,                 1.9112,                 1.3644,              0.0004085,              0.0004085,              0.0004085
                     37,                  1.183,                  1.378,                 1.1012,                0.57786,                0.54578,                0.61068,                0.37168,                 1.6919,                 1.8888,                 1.3336,             0.00038375,             0.00038375,             0.00038375
                     38,                 1.1876,                 1.3095,                 1.1277,                0.60103,                0.54208,                0.60143,                0.37176,                 1.6618,                 1.8681,                 1.3166,               0.000359,               0.000359,               0.000359
                     39,                 1.2595,                  1.321,                 1.1024,                0.58785,                0.53833,                0.60599,                0.37572,                 1.6583,                 1.8784,                 1.3172,             0.00033425,             0.00033425,             0.00033425
                     40,                 1.2303,                 1.3265,                 1.1028,                0.62844,                 0.5447,                0.59941,                0.36786,                 1.6667,                 1.7843,                 1.3241,              0.0003095,              0.0003095,              0.0003095
                     41,                 1.2325,                 1.3887,                  1.092,                0.59325,                0.59134,                0.60434,                0.37333,                 1.6489,                 1.6835,                 1.3174,             0.00028475,             0.00028475,             0.00028475
                     42,                 1.3095,                 1.6181,                 1.1688,                0.65043,                0.57959,                 0.6023,                0.38207,                 1.6251,                 1.6217,                  1.306,                0.00026,                0.00026,                0.00026
                     43,                 1.1879,                 2.3606,                 1.2243,                0.66348,                0.60305,                0.58933,                0.37391,                 1.6316,                 1.6166,                 1.3121,             0.00023525,             0.00023525,             0.00023525
                     44,                 1.1336,                 1.3993,                 1.0788,                0.67985,                0.58404,                0.60884,                0.40179,                 1.6004,                 1.6261,                 1.2997,              0.0002105,              0.0002105,              0.0002105
                     45,                 1.2066,                 1.4939,                 1.1359,                 0.6628,                 0.6119,                0.60947,                0.39152,                 1.6005,                 1.6688,                 1.2998,             0.00018575,             0.00018575,             0.00018575
                     46,                 1.1672,                 1.2586,                 1.1174,                0.63181,                0.60097,                0.59011,                0.38484,                 1.6007,                 1.6914,                 1.2972,               0.000161,               0.000161,               0.000161
                     47,                 1.1335,                 1.4244,                 1.0627,                0.67174,                0.59162,                0.59771,                0.38527,                    1.6,                 1.6811,                 1.3027,             0.00013625,             0.00013625,             0.00013625
                     48,                   1.26,                 1.5487,                  1.192,                0.66875,                0.60715,                0.60382,                0.39275,                 1.5986,                 1.6623,                 1.3085,              0.0001115,              0.0001115,              0.0001115
                     49,                 1.1122,                 1.4923,                 1.1117,                0.67904,                0.58741,                0.61067,                0.39599,                 1.6065,                 1.6443,                 1.3152,              8.675e-05,              8.675e-05,              8.675e-05
                     50,                  1.095,                 1.5152,                  1.092,                0.68221,                0.58697,                0.62108,                0.40423,                  1.597,                  1.611,                 1.3149,                6.2e-05,                6.2e-05,                6.2e-05
