                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.4876,                 2.9922,                 1.4647,                0.32748,                0.35423,                0.38259,                0.22002,                 1.7305,                 2.4432,                 1.4168,             0.00054135,             0.00054135,             0.00054135
                     12,                 1.5046,                  1.948,                 1.2652,                0.38373,                0.51792,                0.39091,                0.21079,                 1.7911,                 2.4495,                  1.477,             0.00057687,             0.00057687,             0.00057687
                     13,                 1.5228,                 1.9913,                 1.2309,                0.37393,                0.59106,                 0.3922,                0.20604,                 1.7893,                 2.3901,                 1.4831,             0.00060992,             0.00060992,             0.00060992
                     14,                 1.6453,                 2.6793,                 1.6437,                0.47279,                0.45314,                0.44366,                0.25162,                 1.7792,                 2.4426,                 1.5108,             0.00064049,             0.00064049,             0.00064049
                     15,                  1.379,                 1.7129,                 1.2307,                0.39008,                0.50761,                0.45105,                 0.2488,                 1.7818,                 2.3371,                 1.5317,             0.00066859,             0.00066859,             0.00066859
                     16,                 1.4812,                 2.0205,                 1.2389,                0.39146,                0.52082,                0.46412,                 0.2551,                 1.8038,                 2.1147,                 1.5508,             0.00069421,             0.00069421,             0.00069421
                     17,                 1.4398,                 1.9704,                 1.1997,                0.39126,                0.48623,                0.45242,                0.24265,                 1.8905,                 1.9157,                 1.6029,             0.00071736,             0.00071736,             0.00071736
                     18,                 1.5275,                 1.7972,                 1.3033,                0.46194,                0.49114,                0.47361,                0.26154,                 1.9025,                 1.9375,                 1.5791,             0.00073803,             0.00073803,             0.00073803
                     19,                 1.5093,                 1.6851,                 1.2284,                0.54556,                0.49624,                  0.502,                0.29798,                 1.8542,                 2.0052,                 1.5612,             0.00075623,             0.00075623,             0.00075623
                     20,                 1.4293,                  1.971,                 1.2122,                0.59597,                0.60745,                0.59324,                0.33374,                 1.7602,                 1.9777,                 1.5088,             0.00077195,             0.00077195,             0.00077195
                     21,                 1.4261,                 1.6611,                 1.2216,                0.67715,                0.61348,                0.62736,                0.35135,                 1.7701,                 2.0078,                 1.4929,               0.000755,               0.000755,               0.000755
                     22,                 1.4626,                 2.3522,                 1.2193,                0.57208,                0.51643,                0.59486,                0.32576,                 1.7746,                 2.0749,                  1.498,               0.000755,               0.000755,               0.000755
                     23,                 1.4836,                  1.778,                 1.2868,                0.39611,                0.42892,                0.46228,                0.23982,                 1.7672,                 2.2395,                 1.4899,             0.00073025,             0.00073025,             0.00073025
                     24,                 1.3071,                 1.7657,                 1.1833,                0.34232,                0.34285,                0.40147,                0.22804,                 1.7709,                 2.6509,                 1.4948,              0.0007055,              0.0007055,              0.0007055
                     25,                 1.4321,                 1.8852,                 1.2598,                0.45007,                 0.3224,                  0.433,                0.24054,                 1.7777,                 2.5668,                 1.4803,             0.00068075,             0.00068075,             0.00068075
                     26,                 1.4382,                 4.0268,                 1.2085,                0.51888,                0.42734,                0.49047,                0.26767,                 1.7728,                 2.3584,                 1.4593,               0.000656,               0.000656,               0.000656
                     27,                 1.0901,                 6.0368,                0.94107,                0.41944,                0.47277,                0.47739,                0.26172,                 1.7784,                 2.1371,                 1.4688,             0.00063125,             0.00063125,             0.00063125
                     28,                  1.358,                 1.8537,                 1.2043,                0.67497,                0.47718,                0.50677,                0.27067,                 1.7515,                 1.9225,                 1.4337,              0.0006065,              0.0006065,              0.0006065
                     29,                 1.2955,                 1.7949,                  1.198,                0.72092,                0.48429,                0.54287,                0.30541,                 1.7351,                  1.834,                 1.4102,             0.00058175,             0.00058175,             0.00058175
                     30,                 1.3902,                 1.5159,                  1.184,                0.54525,                0.53434,                0.52936,                0.30875,                 1.7149,                 1.7209,                 1.3938,               0.000557,               0.000557,               0.000557
                     31,                 1.3612,                 1.5198,                  1.221,                0.64926,                0.43131,                0.55692,                0.31833,                 1.7457,                 1.5891,                 1.4207,             0.00053225,             0.00053225,             0.00053225
                     32,                  1.353,                 1.5144,                 1.1446,                0.42575,                0.61058,                 0.5613,                0.27054,                 1.7915,                 1.5156,                 1.4636,              0.0005075,              0.0005075,              0.0005075
                     33,                 1.3655,                 1.5558,                 1.1604,                0.47057,                0.65615,                0.53285,                0.27663,                 1.7511,                  1.521,                 1.4358,             0.00048275,             0.00048275,             0.00048275
                     34,                  1.049,                 6.7009,                0.90018,                0.46193,                0.68666,                0.58096,                0.28559,                 1.7354,                 1.5137,                 1.4135,               0.000458,               0.000458,               0.000458
                     35,                 1.2894,                 1.4317,                 1.1409,                0.46229,                0.67786,                0.55821,                0.29594,                 1.7039,                 1.5223,                 1.3822,             0.00043325,             0.00043325,             0.00043325
                     36,                 1.2659,                 1.4887,                 1.1452,                0.51929,                0.60807,                0.54563,                0.30776,                 1.6668,                 1.6089,                 1.3506,              0.0004085,              0.0004085,              0.0004085
                     37,                 1.3021,                 1.5124,                 1.1313,                0.45204,                0.67857,                0.55703,                0.31041,                 1.6719,                  1.603,                 1.3586,             0.00038375,             0.00038375,             0.00038375
                     38,                 1.3117,                 1.4239,                 1.1196,                0.47025,                0.66473,                0.54442,                0.30371,                  1.681,                 1.6248,                 1.3762,               0.000359,               0.000359,               0.000359
                     39,                  1.264,                 1.4212,                 1.1125,                 0.5003,                0.55906,                 0.5561,                0.29468,                 1.6915,                 1.6777,                 1.3941,             0.00033425,             0.00033425,             0.00033425
                     40,                 1.0856,                 1.3787,                  1.077,                0.47466,                0.64252,                0.54458,                0.28948,                 1.7088,                 1.7766,                 1.4177,              0.0003095,              0.0003095,              0.0003095
                     41,                 1.2755,                 1.4842,                 1.1205,                0.48347,                0.62581,                0.54274,                0.27978,                 1.7147,                 1.8164,                 1.4187,             0.00028475,             0.00028475,             0.00028475
                     42,                 1.3353,                 1.7187,                 1.2118,                0.48474,                0.61918,                0.52596,                0.27964,                 1.7184,                 1.8257,                 1.4157,                0.00026,                0.00026,                0.00026
                     43,                0.95955,                 6.9384,                0.90249,                0.46921,                 0.5855,                0.52618,                0.29326,                 1.7053,                 1.7918,                  1.404,             0.00023525,             0.00023525,             0.00023525
                     44,                 1.1658,                 1.4661,                  1.121,                0.57913,                0.48799,                0.52245,                0.29161,                 1.6687,                 1.7699,                 1.3842,              0.0002105,              0.0002105,              0.0002105
                     45,                 1.2534,                 1.4555,                 1.2681,                0.65356,                0.49763,                 0.5356,                 0.2937,                 1.6608,                 1.7747,                 1.3788,             0.00018575,             0.00018575,             0.00018575
                     46,                 1.0588,                 1.5619,                 1.1422,                0.67556,                0.49616,                0.53957,                 0.2997,                 1.6582,                 1.7751,                 1.3719,               0.000161,               0.000161,               0.000161
                     47,                 1.1958,                 1.5566,                 1.1376,                0.63023,                0.52878,                 0.5299,                0.27236,                 1.6556,                  1.756,                 1.3704,             0.00013625,             0.00013625,             0.00013625
                     48,                 1.3051,                 1.5119,                 1.1719,                0.65754,                0.55138,                0.55156,                0.28013,                 1.6588,                 1.6764,                 1.3698,              0.0001115,              0.0001115,              0.0001115
                     49,                 1.1622,                 1.3484,                 1.0975,                0.64064,                0.56214,                0.56127,                0.28531,                 1.6462,                 1.6165,                 1.3607,              8.675e-05,              8.675e-05,              8.675e-05
                     50,                 1.2119,                 1.5058,                 1.1303,                0.65012,                0.58433,                0.57027,                0.28847,                 1.6472,                 1.5583,                 1.3604,                6.2e-05,                6.2e-05,                6.2e-05
